NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	MEF2A	Mef2a	10	0.3267230987548828	0.28666806	Yes	
row_1	ID3	Id3	50	0.19756470620632172	0.4419159	Yes	
row_2	EP300	Ep300	124	0.1331917941570282	0.5209297	Yes	
row_3	ID2	Id2	293	0.06830493360757828	0.48975173	Yes	
row_4	EGR1	Egr1	305	0.06521876901388168	0.54203045	Yes	
row_5	REST	Rest	325	0.062058329582214355	0.5870899	Yes	
row_6	RPS6KA5	Rps6ka5	351	0.05677341669797897	0.62412864	Yes	
row_7	JUND	Jund	448	0.045872993767261505	0.6124305	No	
row_8	DUSP6	Dusp6	498	0.03804757818579674	0.6195448	No	
row_9	EGR2	Egr2	570	0.0321122407913208	0.60927033	No	
row_10	EGR3	Egr3	598	0.029623491689562798	0.620933	No	
row_11	CDK5R1	Cdk5r1	738	0.016404258087277412	0.5592702	No	
row_12	NAB2	Nab2	853	0.0063902828842401505	0.5023815	No	
row_13	JUNB	Junb	891	0.0035989212337881327	0.4852812	No	
row_14	CREB1	Creb1	965	-0.004020351450890303	0.44878837	No	
row_15	FOS	Fos	992	-0.006176982540637255	0.44003403	No	
row_16	SGK1	Sgk1	1026	-0.008585173636674881	0.4295891	No	
row_17	CHD4	Chd4	1127	-0.01763625256717205	0.39044473	No	
